,Image ID,Cross section DF [nm^2],Mean per image,Confidence score,Average [nm^2],Standard Deviation [nm^2],Number Counted,Standard Error of Mean [nm^2],Number Density [nm^-2]
255,0,385.2,,0.569,,,,,
256,0,261.5,,0.568,,,,,
257,0,376.5,,0.568,,,,,
258,0,333.6,,0.568,,,,,
259,0,216.4,,0.567,,,,,
260,0,384.5,,0.566,,,,,
261,0,246.4,,0.566,,,,,
262,0,360.1,,0.565,,,,,
263,0,312.6,,0.565,,,,,
264,0,341.0,,0.565,,,,,
265,0,246.2,,0.565,,,,,
266,0,481.3,,0.564,,,,,
267,0,281.2,,0.564,,,,,
268,0,575.4,,0.564,,,,,
269,0,250.3,,0.563,,,,,
270,0,482.1,,0.563,,,,,
271,0,324.3,,0.563,,,,,
272,0,355.2,,0.563,,,,,
273,0,301.0,,0.563,,,,,
274,0,317.3,,0.562,,,,,
275,0,365.4,,0.562,,,,,
276,0,377.8,,0.561,,,,,
277,0,433.5,,0.561,,,,,
278,0,229.5,,0.56,,,,,
279,0,308.7,,0.56,,,,,
280,0,374.5,,0.56,,,,,
281,0,158.3,,0.559,,,,,
282,0,235.8,,0.559,,,,,
283,0,352.1,,0.559,,,,,
284,0,192.4,,0.559,,,,,
285,0,335.5,,0.558,,,,,
286,0,410.5,,0.557,,,,,
287,0,351.4,,0.557,,,,,
288,0,282.9,,0.555,,,,,
289,0,427.2,,0.555,,,,,
290,0,399.6,,0.555,,,,,
291,0,223.8,,0.555,,,,,
292,0,179.5,,0.555,,,,,
293,0,325.0,,0.554,,,,,
294,0,307.2,,0.554,,,,,
295,0,353.2,,0.554,,,,,
296,0,361.9,,0.553,,,,,
297,0,224.5,,0.553,,,,,
298,0,390.9,,0.552,,,,,
299,0,314.4,,0.552,,,,,
300,0,352.4,,0.552,,,,,
301,0,252.5,,0.552,,,,,
302,0,315.7,,0.551,,,,,
303,0,285.4,,0.55,,,,,
304,0,215.7,,0.55,,,,,
305,0,307.8,,0.549,,,,,
306,0,258.8,,0.549,,,,,
307,0,322.3,,0.548,,,,,
308,0,379.1,,0.546,,,,,
309,0,194.2,,0.546,,,,,
310,0,356.4,,0.545,,,,,
311,0,366.6,,0.544,,,,,
312,0,252.9,,0.544,,,,,
313,0,373.7,,0.543,,,,,
314,0,323.5,,0.543,,,,,
315,0,159.2,,0.543,,,,,
316,0,362.1,,0.542,,,,,
317,0,338.6,,0.542,,,,,
318,0,413.6,,0.541,,,,,
319,0,279.6,,0.54,,,,,
320,0,201.0,,0.54,,,,,
321,0,554.0,,0.539,,,,,
322,0,419.6,,0.539,,,,,
323,0,330.7,,0.537,,,,,
324,0,358.0,,0.537,,,,,
325,0,137.3,,0.536,,,,,
326,0,278.1,,0.535,,,,,
327,0,372.3,,0.535,,,,,
328,0,223.9,,0.535,,,,,
329,0,382.1,,0.535,,,,,
330,0,221.4,,0.533,,,,,
331,0,349.3,,0.53,,,,,
332,0,315.6,,0.53,,,,,
333,0,142.0,,0.53,,,,,
334,0,248.9,,0.529,,,,,
335,0,388.6,,0.528,,,,,
336,0,164.3,,0.527,,,,,
337,0,439.8,,0.526,,,,,
338,0,301.3,,0.526,,,,,
339,0,271.6,,0.525,,,,,
340,0,294.0,,0.525,,,,,
341,0,223.7,,0.524,,,,,
342,0,260.7,,0.523,,,,,
343,0,330.7,,0.523,,,,,
344,0,226.8,,0.522,,,,,
345,0,257.2,,0.522,,,,,
346,0,356.1,,0.518,,,,,
347,0,324.4,,0.517,,,,,
348,0,1910.9,,0.517,,,,,
349,0,403.4,,0.516,,,,,
350,0,224.2,,0.515,,,,,
351,0,259.2,,0.515,,,,,
352,0,296.6,,0.515,,,,,
353,0,324.0,,0.513,,,,,
354,0,215.5,,0.513,,,,,
355,0,261.5,,0.512,,,,,
356,0,234.7,,0.511,,,,,
357,0,320.0,,0.511,,,,,
358,0,339.2,,0.511,,,,,
359,0,255.4,,0.51,,,,,
360,0,359.1,,0.508,,,,,
361,0,151.5,,0.507,,,,,
362,0,188.7,,0.506,,,,,
363,0,313.2,,0.505,,,,,
364,0,303.9,,0.5,,,,,
365,0,274.2,,0.495,,,,,
366,0,257.5,,0.495,,,,,
367,0,296.7,,0.494,,,,,
368,0,218.1,,0.493,,,,,
369,0,268.8,,0.487,,,,,
370,0,292.4,,0.483,,,,,
371,0,174.0,,0.482,,,,,
372,0,1308.6,,0.481,,,,,
373,0,214.2,,0.48,,,,,
374,0,134.4,,0.474,,,,,
375,0,129.4,,0.47,,,,,
376,0,215.5,,0.469,,,,,
377,0,150.8,,0.469,,,,,
378,0,215.6,,0.465,,,,,
379,0,241.8,,0.465,,,,,
380,0,124.3,,0.463,,,,,
381,0,185.1,,0.463,,,,,
382,0,232.7,,0.461,,,,,
383,0,530.2,,0.46,,,,,
384,0,277.0,,0.452,,,,,
385,0,513.7,,0.45,,,,,
386,0,296.8,,0.44,,,,,
387,0,206.5,,0.436,,,,,
388,0,387.0,,0.436,,,,,
389,0,283.0,,0.435,,,,,
390,0,235.0,,0.433,,,,,
391,0,212.6,,0.431,,,,,
392,0,238.5,,0.431,,,,,
393,0,214.0,,0.431,,,,,
394,0,320.0,,0.422,,,,,
395,0,181.2,,0.421,,,,,
396,0,186.3,,0.42,,,,,
397,0,242.5,,0.417,,,,,
398,0,329.4,,0.416,,,,,
399,0,164.7,,0.416,,,,,
400,0,277.4,,0.415,,,,,
401,0,366.3,,0.408,,,,,
402,0,290.7,,0.407,,,,,
403,0,122.0,,0.406,,,,,
404,0,152.7,,0.4,,,,,
405,0,238.7,,0.397,,,,,
406,0,385.8,,0.396,,,,,
407,0,448.5,,0.395,,,,,
408,0,210.5,,0.395,,,,,
409,0,193.7,,0.394,,,,,
410,0,247.8,,0.379,,,,,
411,0,143.1,,0.377,,,,,
412,0,160.9,,0.377,,,,,
413,0,318.9,,0.376,,,,,
414,0,329.0,,0.366,,,,,
415,0,178.3,,0.364,,,,,
416,0,587.1,,0.363,,,,,
417,0,164.5,,0.363,,,,,
418,0,642.8,,0.362,,,,,
419,0,152.5,,0.354,,,,,
420,0,429.3,,0.353,,,,,
421,0,179.8,,0.35,,,,,
422,0,112.4,,0.348,,,,,
423,0,319.3,,0.347,,,,,
424,0,154.6,,0.344,,,,,
425,0,247.8,,0.335,,,,,
426,0,631.4,,0.33,,,,,
427,0,546.7,,0.328,,,,,
428,0,261.4,,0.323,,,,,
429,0,238.0,,0.319,,,,,
430,0,2394.3,,0.316,,,,,
431,0,224.2,,0.315,,,,,
432,0,185.2,,0.311,,,,,
433,0,350.4,,0.306,,,,,
434,0,204.3,,0.303,,,,,
435,0,392.3,,0.303,,,,,
436,0,236.8,,0.299,,,,,
437,0,128.4,,0.292,,,,,
438,0,196.1,,0.292,,,,,
439,0,171.7,,0.291,,,,,
440,0,306.7,,0.287,,,,,
441,0,155.3,,0.286,,,,,
442,0,235.7,,0.28,,,,,
443,0,1356.7,,0.277,,,,,
444,0,1569.2,,0.273,,,,,
445,0,309.3,,0.27,,,,,
446,0,919.0,,0.268,,,,,
447,0,1211.4,,0.263,,,,,
448,0,164.0,,0.258,,,,,
449,0,113.0,,0.255,,,,,
450,0,280.8,,0.252,,,,,
451,1,988.5,,0.694,,,,,
452,1,1175.9,,0.688,,,,,
453,1,855.2,,0.686,,,,,
454,1,852.6,,0.678,,,,,
455,1,628.5,,0.677,,,,,
456,1,643.7,,0.676,,,,,
457,1,719.4,,0.672,,,,,
458,1,579.9,,0.671,,,,,
459,1,836.2,,0.67,,,,,
460,1,953.0,,0.669,,,,,
461,1,549.9,,0.668,,,,,
462,1,778.8,,0.668,,,,,
463,1,814.7,,0.667,,,,,
464,1,644.1,,0.664,,,,,
465,1,563.7,,0.663,,,,,
466,1,524.5,,0.662,,,,,
467,1,708.2,,0.661,,,,,
468,1,867.0,,0.661,,,,,
469,1,626.3,,0.661,,,,,
470,1,817.6,,0.66,,,,,
471,1,615.0,,0.659,,,,,
472,1,601.6,,0.659,,,,,
473,1,636.9,,0.658,,,,,
474,1,725.9,,0.655,,,,,
475,1,715.7,,0.651,,,,,
476,1,800.2,,0.649,,,,,
477,1,508.0,,0.649,,,,,
478,1,569.0,,0.649,,,,,
479,1,455.7,,0.649,,,,,
480,1,652.3,,0.649,,,,,
481,1,665.7,,0.649,,,,,
482,1,708.5,,0.649,,,,,
483,1,1221.0,,0.647,,,,,
484,1,417.7,,0.647,,,,,
485,1,857.5,,0.647,,,,,
486,1,624.6,,0.647,,,,,
487,1,598.9,,0.647,,,,,
488,1,605.9,,0.646,,,,,
489,1,559.2,,0.646,,,,,
490,1,418.9,,0.646,,,,,
491,1,489.6,,0.645,,,,,
492,1,658.0,,0.644,,,,,
493,1,824.2,,0.644,,,,,
494,1,484.7,,0.644,,,,,
495,1,471.2,,0.644,,,,,
496,1,567.6,,0.644,,,,,
497,1,455.4,,0.643,,,,,
498,1,814.1,,0.643,,,,,
499,1,596.9,,0.642,,,,,
500,1,741.4,,0.642,,,,,
501,1,514.9,,0.642,,,,,
502,1,587.5,,0.641,,,,,
503,1,554.4,,0.641,,,,,
504,1,608.4,,0.641,,,,,
505,1,608.8,,0.641,,,,,
506,1,419.4,,0.64,,,,,
507,1,582.0,,0.64,,,,,
508,1,570.1,,0.64,,,,,
509,1,531.5,,0.639,,,,,
510,1,596.1,,0.639,,,,,
511,1,592.0,,0.638,,,,,
512,1,462.0,,0.636,,,,,
513,1,435.8,,0.636,,,,,
514,1,647.5,,0.633,,,,,
515,1,589.3,,0.632,,,,,
516,1,686.7,,0.632,,,,,
517,1,638.8,,0.632,,,,,
518,1,751.0,,0.632,,,,,
519,1,565.2,,0.63,,,,,
520,1,775.1,,0.629,,,,,
521,1,629.4,,0.629,,,,,
522,1,812.3,,0.629,,,,,
523,1,864.6,,0.628,,,,,
524,1,600.4,,0.628,,,,,
525,1,455.3,,0.627,,,,,
526,1,398.6,,0.627,,,,,
527,1,546.4,,0.627,,,,,
528,1,542.3,,0.626,,,,,
529,1,707.1,,0.626,,,,,
530,1,515.7,,0.626,,,,,
531,1,502.1,,0.626,,,,,
532,1,444.1,,0.626,,,,,
533,1,580.6,,0.626,,,,,
534,1,468.7,,0.625,,,,,
535,1,609.3,,0.625,,,,,
536,1,882.1,,0.625,,,,,
537,1,539.1,,0.625,,,,,
538,1,737.3,,0.625,,,,,
539,1,518.8,,0.625,,,,,
540,1,677.3,,0.625,,,,,
541,1,422.3,,0.625,,,,,
542,1,508.8,,0.625,,,,,
543,1,710.8,,0.624,,,,,
544,1,530.7,,0.624,,,,,
545,1,477.0,,0.624,,,,,
546,1,542.3,,0.624,,,,,
547,1,423.7,,0.623,,,,,
548,1,630.4,,0.623,,,,,
549,1,616.2,,0.622,,,,,
550,1,689.4,,0.622,,,,,
551,1,770.0,,0.621,,,,,
552,1,401.8,,0.621,,,,,
553,1,535.4,,0.621,,,,,
554,1,520.0,,0.62,,,,,
555,1,461.7,,0.619,,,,,
556,1,662.4,,0.618,,,,,
557,1,523.9,,0.618,,,,,
558,1,423.7,,0.618,,,,,
559,1,660.6,,0.618,,,,,
560,1,536.9,,0.617,,,,,
561,1,390.6,,0.617,,,,,
562,1,501.9,,0.617,,,,,
563,1,411.9,,0.616,,,,,
564,1,436.1,,0.616,,,,,
565,1,532.1,,0.616,,,,,
566,1,585.5,,0.616,,,,,
567,1,489.3,,0.613,,,,,
568,1,510.6,,0.612,,,,,
569,1,518.1,,0.611,,,,,
570,1,441.3,,0.611,,,,,
571,1,604.2,,0.61,,,,,
572,1,565.8,,0.609,,,,,
573,1,599.1,,0.609,,,,,
574,1,510.3,,0.608,,,,,
575,1,612.3,,0.608,,,,,
576,1,460.3,,0.608,,,,,
577,1,399.3,,0.608,,,,,
578,1,468.6,,0.608,,,,,
579,1,464.4,,0.608,,,,,
580,1,443.6,,0.608,,,,,
581,1,676.5,,0.607,,,,,
582,1,433.4,,0.607,,,,,
583,1,856.3,,0.607,,,,,
584,1,460.9,,0.606,,,,,
585,1,392.4,,0.606,,,,,
586,1,299.3,,0.605,,,,,
587,1,367.4,,0.605,,,,,
588,1,441.1,,0.604,,,,,
589,1,446.7,,0.603,,,,,
590,1,567.9,,0.603,,,,,
591,1,336.0,,0.602,,,,,
592,1,496.4,,0.602,,,,,
593,1,431.5,,0.602,,,,,
594,1,475.8,,0.602,,,,,
595,1,602.0,,0.601,,,,,
596,1,471.4,,0.601,,,,,
597,1,388.1,,0.601,,,,,
598,1,495.6,,0.601,,,,,
599,1,833.5,,0.601,,,,,
600,1,226.4,,0.6,,,,,
601,1,339.9,,0.6,,,,,
602,1,532.1,,0.6,,,,,
603,1,500.1,,0.599,,,,,
604,1,411.3,,0.599,,,,,
605,1,349.4,,0.598,,,,,
606,1,568.2,,0.598,,,,,
607,1,450.2,,0.598,,,,,
608,1,579.3,,0.598,,,,,
609,1,538.7,,0.597,,,,,
610,1,333.3,,0.597,,,,,
611,1,320.3,,0.597,,,,,
612,1,494.9,,0.596,,,,,
613,1,320.8,,0.595,,,,,
614,1,426.7,,0.595,,,,,
615,1,366.3,,0.594,,,,,
616,1,368.0,,0.593,,,,,
617,1,575.5,,0.593,,,,,
618,1,240.5,,0.593,,,,,
619,1,376.7,,0.592,,,,,
620,1,493.4,,0.592,,,,,
621,1,466.4,,0.592,,,,,
622,1,453.9,,0.591,,,,,
623,1,464.1,,0.59,,,,,
624,1,388.7,,0.589,,,,,
625,1,496.0,,0.589,,,,,
626,1,492.5,,0.588,,,,,
627,1,396.7,,0.588,,,,,
628,1,365.9,,0.588,,,,,
629,1,302.3,,0.588,,,,,
630,1,407.7,,0.588,,,,,
631,1,147.5,,0.587,,,,,
632,1,551.3,,0.586,,,,,
633,1,526.3,,0.586,,,,,
634,1,467.5,,0.585,,,,,
635,1,370.8,,0.584,,,,,
636,1,635.9,,0.584,,,,,
637,1,323.1,,0.584,,,,,
638,1,360.7,,0.584,,,,,
639,1,600.2,,0.583,,,,,
640,1,583.7,,0.582,,,,,
641,1,390.8,,0.582,,,,,
642,1,349.7,,0.581,,,,,
643,1,341.9,,0.58,,,,,
644,1,403.9,,0.58,,,,,
645,1,478.5,,0.58,,,,,
646,1,473.8,,0.58,,,,,
647,1,310.9,,0.579,,,,,
648,1,379.4,,0.578,,,,,
649,1,457.3,,0.578,,,,,
650,1,329.8,,0.578,,,,,
651,1,362.9,,0.578,,,,,
652,1,426.0,,0.577,,,,,
653,1,308.0,,0.576,,,,,
654,1,584.8,,0.576,,,,,
655,1,360.1,,0.575,,,,,
656,1,319.7,,0.575,,,,,
657,1,522.7,,0.574,,,,,
658,1,418.3,,0.574,,,,,
659,1,361.2,,0.573,,,,,
660,1,461.7,,0.572,,,,,
661,1,211.6,,0.571,,,,,
662,1,504.4,,0.571,,,,,
663,1,329.1,,0.57,,,,,
664,1,276.0,,0.57,,,,,
665,1,272.6,,0.57,,,,,
666,1,544.8,,0.569,,,,,
667,1,376.0,,0.569,,,,,
668,1,439.9,,0.569,,,,,
669,1,368.9,,0.568,,,,,
670,1,482.5,,0.568,,,,,
671,1,468.2,,0.566,,,,,
672,1,338.1,,0.565,,,,,
673,1,709.1,,0.565,,,,,
674,1,269.4,,0.564,,,,,
675,1,507.7,,0.564,,,,,
676,1,331.2,,0.564,,,,,
677,1,543.1,,0.563,,,,,
678,1,397.3,,0.563,,,,,
679,1,355.4,,0.563,,,,,
680,1,277.3,,0.563,,,,,
681,1,276.1,,0.563,,,,,
682,1,296.3,,0.563,,,,,
683,1,375.9,,0.562,,,,,
684,1,374.7,,0.562,,,,,
685,1,426.3,,0.561,,,,,
686,1,313.3,,0.56,,,,,
687,1,470.5,,0.559,,,,,
688,1,289.1,,0.559,,,,,
689,1,301.5,,0.559,,,,,
690,1,366.2,,0.558,,,,,
691,1,294.0,,0.558,,,,,
692,1,272.8,,0.558,,,,,
693,1,297.5,,0.558,,,,,
694,1,327.5,,0.557,,,,,
695,1,530.6,,0.556,,,,,
696,1,268.3,,0.554,,,,,
697,1,456.9,,0.553,,,,,
698,1,345.3,,0.552,,,,,
699,1,305.2,,0.552,,,,,
700,1,352.5,,0.552,,,,,
701,1,409.9,,0.552,,,,,
702,1,282.2,,0.552,,,,,
703,1,490.9,,0.551,,,,,
704,1,395.2,,0.551,,,,,
705,1,385.3,,0.55,,,,,
706,1,289.4,,0.549,,,,,
707,1,417.1,,0.549,,,,,
708,1,298.1,,0.548,,,,,
709,1,346.3,,0.547,,,,,
710,1,254.1,,0.547,,,,,
711,1,331.0,,0.547,,,,,
712,1,473.9,,0.547,,,,,
713,1,796.5,,0.547,,,,,
714,1,361.8,,0.546,,,,,
715,1,197.4,,0.545,,,,,
716,1,433.2,,0.545,,,,,
717,1,249.1,,0.545,,,,,
718,1,454.3,,0.545,,,,,
719,1,298.6,,0.545,,,,,
720,1,269.0,,0.544,,,,,
721,1,303.0,,0.544,,,,,
722,1,426.5,,0.543,,,,,
723,1,373.2,,0.543,,,,,
724,1,214.1,,0.542,,,,,
725,1,489.6,,0.541,,,,,
726,1,447.4,,0.541,,,,,
727,1,369.7,,0.541,,,,,
728,1,512.2,,0.54,,,,,
729,1,417.2,,0.54,,,,,
730,1,225.2,,0.54,,,,,
731,1,347.6,,0.537,,,,,
732,1,282.0,,0.537,,,,,
733,1,325.5,,0.536,,,,,
734,1,381.0,,0.535,,,,,
735,1,193.4,,0.535,,,,,
736,1,365.4,,0.535,,,,,
737,1,280.9,,0.533,,,,,
738,1,515.0,,0.532,,,,,
739,1,208.4,,0.532,,,,,
740,1,335.0,,0.532,,,,,
741,1,327.9,,0.531,,,,,
742,1,355.9,,0.53,,,,,
743,1,282.4,,0.529,,,,,
744,1,349.8,,0.527,,,,,
745,1,396.4,,0.527,,,,,
746,1,154.4,,0.527,,,,,
747,1,312.0,,0.526,,,,,
748,1,348.3,,0.525,,,,,
749,1,296.7,,0.524,,,,,
750,1,288.4,,0.523,,,,,
751,1,296.7,,0.522,,,,,
752,1,467.1,,0.52,,,,,
753,1,297.8,,0.519,,,,,
754,1,339.3,,0.519,,,,,
755,1,335.6,,0.519,,,,,
756,1,349.5,,0.518,,,,,
757,1,215.7,,0.517,,,,,
758,1,326.7,,0.516,,,,,
759,1,324.4,,0.515,,,,,
760,1,335.2,,0.515,,,,,
