,Image ID,Length [nm],Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
241,1,21.4,0.803,,,,,
242,1,25.6,0.8,,,,,
243,1,24.2,0.792,,,,,
244,1,18.7,0.789,,,,,
245,1,20.7,0.787,,,,,
246,1,38.0,0.781,,,,,
247,1,15.9,0.78,,,,,
248,1,21.4,0.769,,,,,
249,1,18.7,0.762,,,,,
250,1,15.9,0.758,,,,,
251,1,12.4,0.757,,,,,
252,1,29.4,0.757,,,,,
253,1,13.1,0.752,,,,,
254,1,18.7,0.751,,,,,
255,1,22.8,0.749,,,,,
256,1,12.4,0.747,,,,,
257,1,24.2,0.745,,,,,
258,1,17.3,0.744,,,,,
259,1,15.9,0.743,,,,,
260,1,23.2,0.739,,,,,
261,1,43.5,0.738,,,,,
262,1,33.9,0.737,,,,,
263,1,12.4,0.732,,,,,
264,1,24.2,0.73,,,,,
265,1,40.8,0.728,,,,,
266,1,15.9,0.726,,,,,
267,1,26.3,0.725,,,,,
268,1,24.2,0.721,,,,,
269,1,15.9,0.721,,,,,
270,1,29.0,0.72,,,,,
271,1,15.9,0.717,,,,,
272,1,22.7,0.708,,,,,
273,1,15.2,0.708,,,,,
274,1,18.7,0.708,,,,,
275,1,25.1,0.705,,,,,
276,1,29.7,0.704,,,,,
277,1,15.9,0.702,,,,,
278,1,24.2,0.701,,,,,
279,1,13.1,0.701,,,,,
280,1,26.3,0.692,,,,,
281,1,21.4,0.692,,,,,
282,1,18.0,0.69,,,,,
283,1,17.3,0.69,,,,,
284,1,26.9,0.689,,,,,
285,1,24.9,0.687,,,,,
286,1,38.0,0.686,,,,,
287,1,22.8,0.684,,,,,
288,1,18.7,0.682,,,,,
289,1,23.5,0.681,,,,,
290,1,28.0,0.68,,,,,
291,1,23.5,0.673,,,,,
292,1,35.2,0.667,,,,,
293,1,15.9,0.666,,,,,
294,1,20.7,0.663,,,,,
295,1,21.4,0.662,,,,,
296,1,13.1,0.66,,,,,
297,1,10.4,0.659,,,,,
298,1,15.9,0.656,,,,,
299,1,24.2,0.651,,,,,
300,1,15.9,0.649,,,,,
301,1,13.1,0.649,,,,,
302,1,18.7,0.648,,,,,
303,1,21.4,0.642,,,,,
304,1,24.2,0.642,,,,,
305,1,13.1,0.64,,,,,
306,1,28.3,0.64,,,,,
307,1,18.7,0.636,,,,,
308,1,21.4,0.636,,,,,
309,1,12.4,0.635,,,,,
310,1,24.2,0.632,,,,,
311,1,20.0,0.631,,,,,
312,1,24.2,0.623,,,,,
313,1,15.2,0.621,,,,,
314,1,26.3,0.619,,,,,
315,1,13.1,0.618,,,,,
316,1,15.9,0.617,,,,,
317,1,17.4,0.616,,,,,
318,1,21.4,0.616,,,,,
319,1,15.9,0.61,,,,,
320,1,12.4,0.61,,,,,
321,1,21.4,0.609,,,,,
322,1,24.2,0.606,,,,,
323,1,18.7,0.605,,,,,
324,1,12.4,0.603,,,,,
325,1,12.4,0.602,,,,,
326,1,18.7,0.602,,,,,
327,1,29.0,0.601,,,,,
328,1,26.9,0.601,,,,,
329,1,15.9,0.6,,,,,
330,1,15.9,0.6,,,,,
331,1,32.5,0.599,,,,,
332,1,26.9,0.599,,,,,
333,1,18.7,0.598,,,,,
334,1,21.4,0.596,,,,,
335,1,26.9,0.595,,,,,
336,1,18.7,0.594,,,,,
337,1,13.1,0.594,,,,,
338,1,21.4,0.593,,,,,
339,1,9.0,0.592,,,,,
340,1,15.9,0.592,,,,,
341,1,20.7,0.591,,,,,
342,1,21.4,0.588,,,,,
343,1,15.2,0.584,,,,,
344,1,56.9,0.584,,,,,
345,1,10.4,0.583,,,,,
346,1,8.3,0.583,,,,,
347,1,15.9,0.582,,,,,
348,1,21.4,0.579,,,,,
349,1,21.4,0.578,,,,,
350,1,29.7,0.577,,,,,
351,1,35.2,0.576,,,,,
352,1,15.9,0.572,,,,,
353,1,24.2,0.571,,,,,
354,1,13.1,0.569,,,,,
355,1,15.2,0.565,,,,,
356,1,25.6,0.563,,,,,
357,1,29.7,0.56,,,,,
358,1,21.4,0.56,,,,,
359,1,15.9,0.558,,,,,
360,1,20.7,0.558,,,,,
361,1,15.9,0.558,,,,,
362,1,48.1,0.557,,,,,
363,1,15.9,0.556,,,,,
364,1,18.7,0.555,,,,,
365,1,10.4,0.555,,,,,
366,1,13.1,0.555,,,,,
367,1,29.0,0.55,,,,,
368,1,15.9,0.55,,,,,
369,1,36.6,0.549,,,,,
370,1,15.9,0.548,,,,,
371,1,21.4,0.547,,,,,
372,1,26.9,0.546,,,,,
373,1,15.9,0.544,,,,,
374,1,12.4,0.544,,,,,
375,1,24.2,0.538,,,,,
376,1,13.1,0.538,,,,,
377,1,24.2,0.535,,,,,
378,1,18.0,0.534,,,,,
379,1,13.1,0.534,,,,,
380,1,26.9,0.533,,,,,
381,1,13.1,0.532,,,,,
382,1,13.1,0.531,,,,,
383,1,15.9,0.529,,,,,
384,1,15.9,0.529,,,,,
385,1,22.8,0.528,,,,,
386,1,13.1,0.528,,,,,
387,1,61.0,0.527,,,,,
388,1,18.7,0.525,,,,,
389,1,15.9,0.523,,,,,
390,1,21.4,0.522,,,,,
391,1,20.1,0.519,,,,,
392,1,15.2,0.518,,,,,
393,1,15.2,0.517,,,,,
394,1,18.7,0.514,,,,,
395,1,9.7,0.51,,,,,
396,1,34.1,0.509,,,,,
397,1,20.0,0.509,,,,,
398,1,15.9,0.507,,,,,
399,1,10.4,0.505,,,,,
400,1,15.2,0.505,,,,,
401,1,13.8,0.504,,,,,
402,1,29.7,0.503,,,,,
403,1,25.6,0.503,,,,,
404,1,10.4,0.502,,,,,
405,1,25.6,0.5,,,,,
406,1,13.1,0.5,,,,,
407,1,21.4,0.5,,,,,
408,1,15.9,0.499,,,,,
409,1,20.7,0.499,,,,,
410,1,10.4,0.495,,,,,
411,1,17.9,0.494,,,,,
412,1,21.4,0.493,,,,,
413,1,21.4,0.49,,,,,
414,1,29.7,0.489,,,,,
415,1,18.7,0.484,,,,,
416,1,14.5,0.484,,,,,
417,1,18.7,0.481,,,,,
418,1,17.3,0.48,,,,,
419,1,49.6,0.479,,,,,
420,1,13.1,0.478,,,,,
421,1,20.7,0.478,,,,,
422,1,13.1,0.477,,,,,
423,1,18.7,0.476,,,,,
424,1,26.3,0.476,,,,,
425,1,13.1,0.474,,,,,
426,1,10.4,0.474,,,,,
427,1,18.7,0.474,,,,,
428,1,10.4,0.473,,,,,
429,1,15.9,0.471,,,,,
430,1,13.1,0.471,,,,,
431,1,15.9,0.468,,,,,
432,1,13.1,0.468,,,,,
433,1,15.9,0.468,,,,,
434,1,18.7,0.467,,,,,
435,1,15.9,0.467,,,,,
436,1,15.9,0.466,,,,,
437,1,18.7,0.464,,,,,
438,1,29.7,0.463,,,,,
439,1,21.4,0.463,,,,,
440,1,13.1,0.462,,,,,
441,1,43.5,0.457,,,,,
442,1,15.9,0.457,,,,,
443,1,13.1,0.457,,,,,
444,1,15.9,0.456,,,,,
445,1,82.9,0.454,,,,,
446,1,13.1,0.453,,,,,
447,1,29.7,0.451,,,,,
448,1,12.4,0.449,,,,,
449,1,50.1,0.449,,,,,
450,1,18.7,0.449,,,,,
451,1,15.9,0.448,,,,,
452,1,18.7,0.448,,,,,
453,1,7.6,0.448,,,,,
454,1,22.8,0.448,,,,,
455,1,10.4,0.446,,,,,
456,1,116.1,0.445,,,,,
457,1,29.7,0.445,,,,,
458,1,38.6,0.444,,,,,
459,1,18.0,0.443,,,,,
460,1,15.9,0.441,,,,,
461,1,24.2,0.437,,,,,
462,1,9.7,0.436,,,,,
463,1,18.0,0.434,,,,,
464,1,26.9,0.434,,,,,
465,1,24.2,0.433,,,,,
466,1,32.5,0.432,,,,,
467,1,13.1,0.431,,,,,
468,1,33.0,0.428,,,,,
469,1,18.7,0.428,,,,,
470,1,9.7,0.427,,,,,
471,1,24.2,0.425,,,,,
472,1,10.4,0.424,,,,,
473,1,21.4,0.423,,,,,
474,1,15.9,0.423,,,,,
475,1,13.1,0.423,,,,,
476,1,26.9,0.421,,,,,
477,1,24.2,0.421,,,,,
478,1,10.4,0.42,,,,,
479,1,13.1,0.42,,,,,
480,1,10.4,0.417,,,,,
481,1,18.7,0.415,,,,,
482,1,15.9,0.413,,,,,
483,1,15.9,0.413,,,,,
484,1,6.9,0.411,,,,,
485,1,13.1,0.411,,,,,
486,1,22.8,0.411,,,,,
487,1,32.5,0.41,,,,,
488,1,12.4,0.408,,,,,
489,1,21.4,0.408,,,,,
490,1,10.4,0.407,,,,,
491,1,10.4,0.403,,,,,
492,1,15.9,0.403,,,,,
493,1,18.0,0.402,,,,,
494,1,15.9,0.4,,,,,
495,1,29.7,0.4,,,,,
496,1,18.7,0.396,,,,,
497,1,15.9,0.396,,,,,
498,1,21.4,0.395,,,,,
499,1,10.4,0.395,,,,,
500,1,13.1,0.395,,,,,
501,1,38.0,0.392,,,,,
502,1,13.1,0.391,,,,,
503,1,10.4,0.389,,,,,
504,1,32.5,0.387,,,,,
505,1,26.9,0.387,,,,,
506,1,18.7,0.384,,,,,
507,1,21.4,0.382,,,,,
508,1,22.8,0.381,,,,,
509,1,26.9,0.381,,,,,
510,1,15.2,0.38,,,,,
511,1,41.5,0.379,,,,,
512,1,46.3,0.378,,,,,
513,1,44.6,0.376,,,,,
514,1,10.4,0.376,,,,,
515,1,51.8,0.375,,,,,
516,1,15.9,0.374,,,,,
517,1,24.2,0.373,,,,,
518,1,71.8,0.371,,,,,
519,1,15.9,0.37,,,,,
520,1,21.4,0.37,,,,,
521,1,29.7,0.369,,,,,
522,1,18.7,0.367,,,,,
523,1,32.5,0.365,,,,,
524,1,10.4,0.365,,,,,
525,1,18.0,0.364,,,,,
526,1,15.9,0.364,,,,,
527,1,24.2,0.364,,,,,
528,1,10.4,0.362,,,,,
529,1,21.4,0.36,,,,,
530,1,15.9,0.359,,,,,
531,1,13.1,0.359,,,,,
532,1,15.9,0.357,,,,,
533,1,12.4,0.356,,,,,
534,1,18.7,0.353,,,,,
535,1,41.0,0.353,,,,,
536,1,10.4,0.352,,,,,
537,1,22.8,0.351,,,,,
538,1,21.4,0.35,,,,,
539,1,13.1,0.347,,,,,
540,1,13.1,0.345,,,,,
541,1,35.2,0.342,,,,,
542,1,20.7,0.341,,,,,
543,1,43.5,0.341,,,,,
544,1,24.2,0.339,,,,,
545,1,9.0,0.337,,,,,
546,1,25.4,0.336,,,,,
547,1,13.1,0.336,,,,,
548,1,13.1,0.335,,,,,
549,1,19.5,0.334,,,,,
550,1,21.4,0.334,,,,,
551,1,21.4,0.333,,,,,
552,1,13.1,0.333,,,,,
553,1,24.2,0.331,,,,,
554,1,13.1,0.331,,,,,
555,1,29.7,0.331,,,,,
556,1,10.4,0.33,,,,,
557,1,13.1,0.328,,,,,
558,1,24.2,0.327,,,,,
559,1,15.9,0.323,,,,,
560,1,18.7,0.323,,,,,
561,1,10.4,0.319,,,,,
562,1,33.4,0.318,,,,,
563,1,10.4,0.318,,,,,
564,1,21.4,0.318,,,,,
565,1,18.7,0.317,,,,,
566,1,31.8,0.317,,,,,
567,2,24.2,0.833,,,,,
568,2,30.2,0.822,,,,,
569,2,26.9,0.805,,,,,
570,2,32.5,0.799,,,,,
571,2,18.7,0.796,,,,,
572,2,29.7,0.787,,,,,
573,2,21.4,0.783,,,,,
574,2,25.6,0.777,,,,,
575,2,24.2,0.776,,,,,
576,2,21.4,0.762,,,,,
577,2,18.7,0.751,,,,,
578,2,24.1,0.744,,,,,
579,2,35.2,0.744,,,,,
580,2,24.2,0.743,,,,,
581,2,20.0,0.743,,,,,
582,2,21.4,0.739,,,,,
583,2,13.1,0.737,,,,,
584,2,18.7,0.728,,,,,
585,2,20.7,0.726,,,,,
586,2,18.7,0.724,,,,,
587,2,44.0,0.72,,,,,
588,2,29.7,0.718,,,,,
589,2,21.4,0.715,,,,,
590,2,29.7,0.712,,,,,
591,2,15.9,0.707,,,,,
592,2,12.4,0.701,,,,,
593,2,18.7,0.7,,,,,
594,2,26.9,0.698,,,,,
595,2,81.0,0.697,,,,,
596,2,21.4,0.696,,,,,
597,2,26.9,0.695,,,,,
598,2,12.4,0.694,,,,,
599,2,15.9,0.693,,,,,
600,2,12.4,0.69,,,,,
601,2,21.4,0.684,,,,,
602,2,21.4,0.683,,,,,
603,2,58.1,0.681,,,,,
604,2,21.4,0.68,,,,,
605,2,24.2,0.679,,,,,
606,2,15.9,0.675,,,,,
607,2,21.4,0.674,,,,,
608,2,30.8,0.672,,,,,
609,2,15.9,0.671,,,,,
610,2,15.9,0.668,,,,,
611,2,44.6,0.667,,,,,
612,2,15.9,0.663,,,,,
613,2,29.7,0.659,,,,,
614,2,26.9,0.657,,,,,
615,2,18.7,0.652,,,,,
616,2,24.2,0.65,,,,,
617,2,35.0,0.65,,,,,
618,2,18.7,0.643,,,,,
619,2,18.7,0.642,,,,,
620,2,29.7,0.64,,,,,
621,2,36.0,0.639,,,,,
622,2,21.4,0.635,,,,,
623,2,18.7,0.634,,,,,
624,2,32.5,0.633,,,,,
625,2,14.5,0.632,,,,,
626,2,43.5,0.632,,,,,
627,2,15.9,0.632,,,,,
628,2,24.2,0.63,,,,,
629,2,25.6,0.628,,,,,
630,2,24.2,0.628,,,,,
631,2,15.9,0.627,,,,,
632,2,15.9,0.626,,,,,
633,2,18.7,0.625,,,,,
634,2,26.9,0.625,,,,,
635,2,21.4,0.624,,,,,
636,2,24.2,0.622,,,,,
637,2,15.9,0.62,,,,,
638,2,20.0,0.62,,,,,
639,2,26.9,0.619,,,,,
640,2,35.2,0.618,,,,,
641,2,24.2,0.618,,,,,
642,2,18.0,0.618,,,,,
643,2,15.9,0.617,,,,,
644,2,13.1,0.616,,,,,
645,2,40.1,0.615,,,,,
646,2,18.7,0.614,,,,,
647,2,38.0,0.614,,,,,
648,2,18.0,0.608,,,,,
649,2,21.4,0.606,,,,,
650,2,13.1,0.606,,,,,
651,2,14.5,0.605,,,,,
652,2,13.1,0.604,,,,,
653,2,15.9,0.602,,,,,
654,2,31.2,0.598,,,,,
655,2,15.9,0.597,,,,,
656,2,26.9,0.596,,,,,
657,2,21.4,0.596,,,,,
658,2,20.7,0.592,,,,,
659,2,24.2,0.59,,,,,
660,2,15.2,0.588,,,,,
661,2,15.2,0.588,,,,,
662,2,21.4,0.587,,,,,
663,2,15.9,0.587,,,,,
664,2,18.7,0.586,,,,,
665,2,15.9,0.585,,,,,
666,2,29.7,0.585,,,,,
667,2,29.7,0.579,,,,,
668,2,18.7,0.578,,,,,
669,2,18.7,0.577,,,,,
670,2,18.0,0.576,,,,,
671,2,29.0,0.575,,,,,
672,2,18.7,0.569,,,,,
673,2,18.0,0.565,,,,,
674,2,29.7,0.563,,,,,
675,2,13.1,0.558,,,,,
676,2,13.1,0.557,,,,,
677,2,15.9,0.556,,,,,
678,2,24.2,0.555,,,,,
679,2,18.0,0.554,,,,,
680,2,18.7,0.552,,,,,
681,2,24.2,0.552,,,,,
682,2,15.2,0.551,,,,,
683,2,18.7,0.551,,,,,
684,2,18.7,0.549,,,,,
685,2,10.4,0.548,,,,,
686,2,9.0,0.548,,,,,
687,2,15.9,0.548,,,,,
688,2,23.5,0.547,,,,,
689,2,21.4,0.541,,,,,
690,2,26.9,0.54,,,,,
691,2,32.5,0.54,,,,,
692,2,40.1,0.536,,,,,
693,2,24.2,0.534,,,,,
694,2,24.2,0.534,,,,,
695,2,15.2,0.532,,,,,
696,2,32.5,0.531,,,,,
697,2,24.7,0.531,,,,,
698,2,15.9,0.531,,,,,
699,2,21.4,0.53,,,,,
700,2,18.7,0.53,,,,,
701,2,18.7,0.53,,,,,
702,2,36.7,0.53,,,,,
703,2,39.7,0.526,,,,,
704,2,26.9,0.526,,,,,
705,2,24.2,0.525,,,,,
706,2,18.7,0.524,,,,,
707,2,10.4,0.521,,,,,
708,2,15.9,0.52,,,,,
709,2,27.2,0.518,,,,,
710,2,20.0,0.517,,,,,
711,2,16.6,0.516,,,,,
712,2,18.7,0.514,,,,,
713,2,26.9,0.513,,,,,
714,2,18.7,0.512,,,,,
715,2,18.7,0.51,,,,,
716,2,15.2,0.51,,,,,
717,2,40.7,0.509,,,,,
718,2,15.9,0.509,,,,,
719,2,15.9,0.509,,,,,
720,2,23.5,0.508,,,,,
721,2,13.1,0.505,,,,,
722,2,15.9,0.505,,,,,
723,2,20.7,0.503,,,,,
724,2,18.7,0.5,,,,,
725,2,13.1,0.499,,,,,
726,2,21.4,0.498,,,,,
727,2,10.4,0.497,,,,,
728,2,38.0,0.496,,,,,
729,2,21.4,0.494,,,,,
730,2,12.4,0.493,,,,,
731,2,32.5,0.491,,,,,
732,2,21.4,0.491,,,,,
733,2,32.5,0.49,,,,,
734,2,36.7,0.49,,,,,
735,2,21.4,0.489,,,,,
736,2,15.9,0.489,,,,,
737,2,32.5,0.487,,,,,
738,2,18.7,0.482,,,,,
739,2,26.9,0.482,,,,,
740,2,17.3,0.479,,,,,
741,2,13.1,0.478,,,,,
742,2,10.4,0.476,,,,,
743,2,35.2,0.476,,,,,
744,2,12.4,0.475,,,,,
745,2,32.5,0.475,,,,,
746,2,13.1,0.473,,,,,
747,2,15.9,0.473,,,,,
748,2,18.0,0.469,,,,,
749,2,18.7,0.468,,,,,
750,2,26.9,0.467,,,,,
751,2,35.7,0.467,,,,,
752,2,25.0,0.466,,,,,
753,2,15.2,0.466,,,,,
754,2,15.9,0.465,,,,,
755,2,13.1,0.465,,,,,
756,2,13.1,0.465,,,,,
757,2,20.7,0.464,,,,,
758,2,15.9,0.463,,,,,
759,2,9.7,0.458,,,,,
760,2,18.0,0.458,,,,,
761,2,29.2,0.457,,,,,
762,2,22.0,0.457,,,,,
763,2,13.1,0.45,,,,,
764,2,13.1,0.449,,,,,
765,2,18.7,0.445,,,,,
766,2,21.4,0.443,,,,,
767,2,23.5,0.443,,,,,
768,2,18.7,0.441,,,,,
769,2,24.2,0.439,,,,,
770,2,18.7,0.439,,,,,
771,2,29.7,0.438,,,,,
772,2,9.0,0.437,,,,,
773,2,21.4,0.437,,,,,
774,2,26.9,0.436,,,,,
775,2,77.4,0.434,,,,,
776,2,18.0,0.434,,,,,
777,2,19.7,0.433,,,,,
778,2,38.0,0.432,,,,,
779,2,13.1,0.427,,,,,
780,2,13.1,0.426,,,,,
781,2,13.1,0.426,,,,,
782,2,18.7,0.425,,,,,
783,2,18.7,0.424,,,,,
784,2,15.9,0.424,,,,,
785,2,21.4,0.423,,,,,
786,2,20.1,0.422,,,,,
787,2,18.7,0.421,,,,,
788,2,21.4,0.419,,,,,
789,2,22.1,0.417,,,,,
790,2,15.9,0.415,,,,,
791,2,32.5,0.415,,,,,
792,2,15.9,0.415,,,,,
793,2,21.4,0.414,,,,,
794,2,38.0,0.414,,,,,
795,2,15.9,0.411,,,,,
796,2,18.7,0.409,,,,,
797,2,29.7,0.409,,,,,
798,2,32.5,0.409,,,,,
799,2,18.7,0.408,,,,,
800,2,15.9,0.406,,,,,
801,2,21.4,0.406,,,,,
802,2,32.5,0.405,,,,,
803,2,26.6,0.404,,,,,
804,2,9.7,0.402,,,,,
805,2,23.5,0.4,,,,,
806,2,12.4,0.399,,,,,
807,2,9.7,0.398,,,,,
808,2,15.9,0.398,,,,,
809,2,15.2,0.398,,,,,
810,2,32.9,0.395,,,,,
811,2,29.7,0.394,,,,,
812,2,113.1,0.393,,,,,
813,2,26.9,0.391,,,,,
