,Image ID,Length [nm],Mean per image,Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
327,1,20.4,,0.275,,,,,
328,1,19.0,,0.271,,,,,
329,1,20.4,,0.268,,,,,
330,1,25.9,,0.268,,,,,
331,1,34.2,,0.266,,,,,
332,1,24.5,,0.265,,,,,
333,1,32.8,,0.264,,,,,
334,2,39.0,,0.792,,,,,
335,2,27.3,,0.755,,,,,
336,2,46.5,,0.753,,,,,
337,2,24.4,,0.718,,,,,
338,2,31.5,,0.718,,,,,
339,2,31.3,,0.715,,,,,
340,2,26.4,,0.711,,,,,
341,2,41.1,,0.701,,,,,
342,2,29.8,,0.698,,,,,
343,2,28.4,,0.695,,,,,
344,2,28.3,,0.689,,,,,
345,2,33.9,,0.683,,,,,
346,2,21.6,,0.681,,,,,
347,2,44.0,,0.679,,,,,
348,2,84.5,,0.658,,,,,
349,2,19.0,,0.658,,,,,
350,2,24.0,,0.652,,,,,
351,2,30.1,,0.648,,,,,
352,2,35.3,,0.647,,,,,
353,2,32.8,,0.643,,,,,
354,2,45.7,,0.635,,,,,
355,2,36.8,,0.632,,,,,
356,2,24.5,,0.629,,,,,
357,2,20.4,,0.629,,,,,
358,2,35.1,,0.626,,,,,
359,2,22.0,,0.621,,,,,
360,2,31.0,,0.619,,,,,
361,2,32.4,,0.61,,,,,
362,2,20.4,,0.605,,,,,
363,2,23.1,,0.594,,,,,
364,2,20.0,,0.588,,,,,
365,2,59.0,,0.583,,,,,
366,2,17.6,,0.583,,,,,
367,2,25.9,,0.583,,,,,
368,2,33.0,,0.581,,,,,
369,2,32.1,,0.58,,,,,
370,2,27.3,,0.573,,,,,
371,2,24.5,,0.57,,,,,
372,2,25.9,,0.568,,,,,
373,2,26.9,,0.565,,,,,
374,2,19.0,,0.556,,,,,
375,2,19.0,,0.553,,,,,
376,2,21.8,,0.551,,,,,
377,2,21.8,,0.548,,,,,
378,2,22.3,,0.546,,,,,
379,2,37.0,,0.545,,,,,
380,2,34.2,,0.544,,,,,
381,2,42.4,,0.544,,,,,
382,2,35.1,,0.544,,,,,
383,2,21.5,,0.542,,,,,
384,2,27.3,,0.541,,,,,
385,2,21.8,,0.539,,,,,
386,2,23.8,,0.536,,,,,
387,2,19.0,,0.533,,,,,
388,2,32.9,,0.532,,,,,
389,2,26.3,,0.532,,,,,
390,2,34.2,,0.524,,,,,
391,2,25.9,,0.518,,,,,
392,2,41.2,,0.515,,,,,
393,2,53.2,,0.513,,,,,
394,2,20.4,,0.511,,,,,
395,2,22.6,,0.505,,,,,
396,2,17.6,,0.505,,,,,
397,2,38.2,,0.501,,,,,
398,2,16.2,,0.494,,,,,
399,2,31.4,,0.493,,,,,
400,2,21.8,,0.493,,,,,
401,2,30.3,,0.492,,,,,
402,2,25.9,,0.481,,,,,
403,2,24.5,,0.477,,,,,
404,2,20.4,,0.475,,,,,
405,2,24.5,,0.474,,,,,
406,2,24.5,,0.471,,,,,
407,2,28.3,,0.471,,,,,
408,2,34.5,,0.47,,,,,
409,2,24.5,,0.468,,,,,
410,2,19.0,,0.461,,,,,
411,2,17.6,,0.458,,,,,
412,2,19.0,,0.455,,,,,
413,2,19.0,,0.453,,,,,
414,2,21.8,,0.449,,,,,
415,2,20.4,,0.447,,,,,
416,2,32.8,,0.446,,,,,
417,2,19.0,,0.445,,,,,
418,2,21.8,,0.443,,,,,
419,2,24.5,,0.437,,,,,
420,2,27.3,,0.437,,,,,
421,2,19.0,,0.434,,,,,
422,2,23.1,,0.433,,,,,
423,2,20.4,,0.431,,,,,
424,2,25.9,,0.431,,,,,
425,2,46.6,,0.43,,,,,
426,2,23.1,,0.424,,,,,
427,2,29.6,,0.424,,,,,
428,2,17.6,,0.422,,,,,
429,2,44.8,,0.417,,,,,
430,2,23.1,,0.414,,,,,
431,2,34.2,,0.412,,,,,
432,2,54.8,,0.411,,,,,
433,2,20.4,,0.409,,,,,
434,2,30.1,,0.404,,,,,
435,2,20.4,,0.403,,,,,
436,2,27.4,,0.398,,,,,
437,2,20.4,,0.395,,,,,
438,2,14.9,,0.394,,,,,
439,2,70.2,,0.392,,,,,
440,2,20.4,,0.39,,,,,
441,2,61.4,,0.389,,,,,
442,2,27.3,,0.387,,,,,
443,2,17.6,,0.386,,,,,
444,2,42.5,,0.385,,,,,
445,2,21.8,,0.382,,,,,
446,2,20.4,,0.381,,,,,
447,2,17.6,,0.381,,,,,
448,2,16.2,,0.377,,,,,
449,2,28.7,,0.376,,,,,
450,2,26.6,,0.374,,,,,
451,2,14.9,,0.374,,,,,
452,2,28.9,,0.371,,,,,
453,2,26.6,,0.37,,,,,
454,2,19.0,,0.37,,,,,
455,2,81.3,,0.37,,,,,
456,2,52.4,,0.367,,,,,
457,2,47.8,,0.367,,,,,
458,2,20.4,,0.367,,,,,
459,2,19.0,,0.367,,,,,
460,2,19.0,,0.366,,,,,
461,2,23.1,,0.363,,,,,
462,2,49.3,,0.356,,,,,
463,2,25.9,,0.355,,,,,
464,2,25.9,,0.351,,,,,
465,2,46.4,,0.35,,,,,
466,2,25.9,,0.345,,,,,
467,2,24.5,,0.345,,,,,
468,2,23.1,,0.345,,,,,
469,2,21.8,,0.333,,,,,
470,2,17.6,,0.332,,,,,
471,2,19.0,,0.331,,,,,
472,2,28.7,,0.331,,,,,
473,2,38.4,,0.33,,,,,
474,2,17.6,,0.33,,,,,
475,2,17.6,,0.325,,,,,
476,2,17.6,,0.321,,,,,
477,2,20.4,,0.314,,,,,
478,2,27.0,,0.314,,,,,
479,2,23.1,,0.313,,,,,
480,2,24.3,,0.31,,,,,
481,2,27.3,,0.307,,,,,
482,2,23.1,,0.306,,,,,
483,2,23.1,,0.304,,,,,
484,2,25.4,,0.304,,,,,
485,2,13.5,,0.302,,,,,
486,2,27.3,,0.302,,,,,
487,2,25.9,,0.301,,,,,
488,2,23.1,,0.3,,,,,
489,2,13.5,,0.298,,,,,
490,2,30.1,,0.295,,,,,
491,2,35.6,,0.294,,,,,
492,2,28.7,,0.293,,,,,
493,2,36.8,,0.292,,,,,
494,2,32.8,,0.291,,,,,
495,2,23.1,,0.29,,,,,
496,2,20.4,,0.288,,,,,
497,2,21.8,,0.287,,,,,
498,2,16.2,,0.285,,,,,
499,2,27.3,,0.284,,,,,
500,2,38.4,,0.283,,,,,
501,2,31.5,,0.282,,,,,
502,3,35.0,,0.752,,,,,
503,3,24.5,,0.715,,,,,
504,3,23.1,,0.699,,,,,
505,3,32.2,,0.694,,,,,
506,3,32.8,,0.693,,,,,
507,3,25.9,,0.671,,,,,
508,3,27.3,,0.664,,,,,
509,3,23.1,,0.659,,,,,
510,3,29.5,,0.655,,,,,
511,3,23.1,,0.652,,,,,
512,3,30.9,,0.652,,,,,
513,3,33.5,,0.652,,,,,
514,3,24.1,,0.648,,,,,
515,3,32.3,,0.646,,,,,
516,3,21.8,,0.643,,,,,
517,3,30.1,,0.639,,,,,
518,3,28.7,,0.634,,,,,
519,3,21.8,,0.633,,,,,
520,3,30.1,,0.626,,,,,
521,3,21.8,,0.622,,,,,
522,3,25.9,,0.619,,,,,
523,3,21.8,,0.618,,,,,
524,3,23.9,,0.617,,,,,
525,3,24.5,,0.613,,,,,
526,3,27.5,,0.611,,,,,
527,3,19.0,,0.607,,,,,
528,3,26.6,,0.6,,,,,
529,3,25.9,,0.598,,,,,
530,3,21.2,,0.597,,,,,
531,3,23.1,,0.597,,,,,
532,3,20.4,,0.596,,,,,
533,3,31.4,,0.593,,,,,
534,3,23.1,,0.581,,,,,
535,3,23.1,,0.581,,,,,
536,3,25.9,,0.58,,,,,
537,3,31.4,,0.576,,,,,
538,3,21.8,,0.547,,,,,
539,3,25.9,,0.542,,,,,
540,3,42.4,,0.537,,,,,
541,3,20.4,,0.528,,,,,
542,3,19.0,,0.524,,,,,
543,3,27.5,,0.519,,,,,
544,3,25.9,,0.516,,,,,
545,3,23.1,,0.512,,,,,
546,3,22.4,,0.511,,,,,
547,3,23.1,,0.508,,,,,
548,3,35.1,,0.508,,,,,
549,3,27.7,,0.507,,,,,
550,3,19.0,,0.506,,,,,
551,3,23.1,,0.504,,,,,
552,3,43.6,,0.502,,,,,
553,3,34.8,,0.499,,,,,
554,3,21.0,,0.497,,,,,
555,3,24.5,,0.494,,,,,
556,3,24.5,,0.491,,,,,
557,3,24.5,,0.491,,,,,
558,3,27.3,,0.491,,,,,
559,3,24.9,,0.49,,,,,
560,3,30.1,,0.487,,,,,
561,3,22.7,,0.487,,,,,
562,3,16.2,,0.485,,,,,
563,3,42.8,,0.484,,,,,
564,3,28.6,,0.482,,,,,
565,3,19.0,,0.482,,,,,
566,3,44.2,,0.48,,,,,
567,3,19.0,,0.476,,,,,
568,3,29.9,,0.476,,,,,
569,3,19.0,,0.475,,,,,
570,3,27.3,,0.474,,,,,
571,3,64.5,,0.466,,,,,
572,3,25.9,,0.463,,,,,
573,3,44.9,,0.463,,,,,
574,3,31.4,,0.459,,,,,
575,3,76.7,,0.455,,,,,
576,3,18.6,,0.455,,,,,
577,3,65.8,,0.453,,,,,
578,3,24.5,,0.452,,,,,
579,3,35.9,,0.452,,,,,
580,3,31.1,,0.449,,,,,
581,3,37.4,,0.447,,,,,
582,3,23.1,,0.446,,,,,
583,3,38.7,,0.445,,,,,
584,3,78.4,,0.445,,,,,
585,3,23.1,,0.442,,,,,
586,3,20.4,,0.441,,,,,
587,3,21.8,,0.439,,,,,
588,3,16.2,,0.438,,,,,
589,3,23.0,,0.434,,,,,
590,3,24.5,,0.429,,,,,
591,3,23.1,,0.426,,,,,
592,3,19.0,,0.426,,,,,
593,3,23.1,,0.424,,,,,
594,3,31.5,,0.423,,,,,
595,3,21.8,,0.422,,,,,
596,3,23.1,,0.417,,,,,
597,3,28.7,,0.416,,,,,
598,3,34.0,,0.415,,,,,
599,3,40.5,,0.413,,,,,
600,3,21.8,,0.413,,,,,
601,3,24.5,,0.412,,,,,
602,3,20.4,,0.412,,,,,
603,3,19.0,,0.412,,,,,
604,3,21.8,,0.409,,,,,
605,3,31.4,,0.404,,,,,
606,3,25.5,,0.403,,,,,
607,3,31.4,,0.402,,,,,
608,3,12.1,,0.402,,,,,
609,3,21.8,,0.401,,,,,
610,3,24.7,,0.398,,,,,
611,3,19.0,,0.397,,,,,
612,3,28.9,,0.396,,,,,
613,3,24.5,,0.396,,,,,
614,3,26.2,,0.394,,,,,
615,3,20.4,,0.389,,,,,
616,3,45.3,,0.386,,,,,
617,3,20.4,,0.384,,,,,
618,3,27.3,,0.383,,,,,
619,3,27.3,,0.383,,,,,
620,3,41.9,,0.382,,,,,
621,3,21.8,,0.381,,,,,
622,3,40.3,,0.38,,,,,
623,3,26.8,,0.375,,,,,
624,3,19.0,,0.374,,,,,
625,3,32.5,,0.372,,,,,
626,3,23.5,,0.371,,,,,
627,3,30.1,,0.371,,,,,
628,3,25.1,,0.37,,,,,
629,3,21.0,,0.368,,,,,
630,3,17.3,,0.363,,,,,
631,3,26.2,,0.363,,,,,
632,3,21.8,,0.36,,,,,
633,3,21.8,,0.359,,,,,
634,3,21.8,,0.359,,,,,
635,3,20.4,,0.357,,,,,
636,3,24.0,,0.357,,,,,
637,3,17.6,,0.352,,,,,
638,3,29.9,,0.351,,,,,
639,3,20.4,,0.349,,,,,
640,3,55.9,,0.347,,,,,
641,3,24.5,,0.347,,,,,
642,3,30.1,,0.344,,,,,
643,3,23.1,,0.342,,,,,
644,3,32.9,,0.337,,,,,
645,3,16.2,,0.333,,,,,
646,3,56.3,,0.333,,,,,
647,3,24.5,,0.332,,,,,
648,3,52.1,,0.328,,,,,
649,3,24.9,,0.327,,,,,
650,3,23.1,,0.327,,,,,
651,3,21.8,,0.327,,,,,
652,3,17.6,,0.325,,,,,
653,3,28.7,,0.324,,,,,
654,3,57.5,,0.319,,,,,
655,3,21.8,,0.317,,,,,
656,3,23.1,,0.316,,,,,
657,3,24.5,,0.314,,,,,
658,3,24.5,,0.313,,,,,
659,3,28.7,,0.313,,,,,
660,3,19.0,,0.312,,,,,
661,3,17.6,,0.312,,,,,
662,3,21.8,,0.31,,,,,
663,3,25.9,,0.31,,,,,
664,3,21.8,,0.309,,,,,
665,3,23.1,,0.304,,,,,
666,3,22.9,,0.303,,,,,
667,3,17.6,,0.303,,,,,
668,3,14.9,,0.301,,,,,
669,3,23.1,,0.3,,,,,
670,3,20.4,,0.298,,,,,
671,3,19.0,,0.292,,,,,
672,3,42.9,,0.289,,,,,
673,3,19.0,,0.289,,,,,
674,3,35.6,,0.287,,,,,
675,3,48.2,,0.287,,,,,
676,4,31.2,,0.788,,,,,
677,4,27.6,,0.749,,,,,
678,4,28.7,,0.738,,,,,
679,4,37.7,,0.734,,,,,
680,4,34.1,,0.734,,,,,
681,4,37.5,,0.732,,,,,
682,4,24.5,,0.727,,,,,
683,4,28.7,,0.726,,,,,
684,4,23.1,,0.724,,,,,
685,4,28.1,,0.719,,,,,
686,4,38.2,,0.715,,,,,
687,4,21.8,,0.712,,,,,
688,4,25.9,,0.712,,,,,
689,4,31.4,,0.706,,,,,
690,4,23.1,,0.699,,,,,
691,4,30.1,,0.693,,,,,
692,4,25.9,,0.691,,,,,
693,4,48.3,,0.69,,,,,
694,4,20.4,,0.689,,,,,
695,4,38.0,,0.687,,,,,
696,4,25.1,,0.686,,,,,
697,4,20.4,,0.68,,,,,
698,4,45.5,,0.674,,,,,
699,4,33.9,,0.674,,,,,
700,4,19.0,,0.672,,,,,
701,4,46.2,,0.67,,,,,
702,4,37.3,,0.664,,,,,
703,4,41.7,,0.659,,,,,
704,4,21.8,,0.657,,,,,
705,4,20.9,,0.655,,,,,
706,4,29.8,,0.644,,,,,
707,4,19.0,,0.644,,,,,
708,4,64.0,,0.64,,,,,
709,4,20.4,,0.636,,,,,
710,4,29.7,,0.635,,,,,
711,4,24.5,,0.63,,,,,
712,4,17.6,,0.625,,,,,
713,4,23.1,,0.622,,,,,
714,4,27.3,,0.621,,,,,
715,4,55.8,,0.619,,,,,
716,4,34.2,,0.619,,,,,
717,4,20.9,,0.607,,,,,
718,4,34.2,,0.604,,,,,
719,4,17.6,,0.604,,,,,
720,4,28.7,,0.603,,,,,
721,4,38.3,,0.602,,,,,
722,4,67.2,,0.601,,,,,
723,4,25.6,,0.597,,,,,
724,4,27.3,,0.593,,,,,
725,4,42.5,,0.588,,,,,
726,4,31.4,,0.587,,,,,
727,4,25.9,,0.585,,,,,
728,4,17.6,,0.584,,,,,
729,4,24.2,,0.583,,,,,
730,4,16.2,,0.581,,,,,
731,4,21.8,,0.581,,,,,
732,4,32.2,,0.58,,,,,
733,4,33.7,,0.578,,,,,
734,4,23.1,,0.577,,,,,
735,4,25.9,,0.576,,,,,
736,4,32.8,,0.572,,,,,
737,4,24.5,,0.561,,,,,
738,4,19.0,,0.56,,,,,
739,4,23.1,,0.559,,,,,
740,4,32.3,,0.557,,,,,
741,4,45.6,,0.554,,,,,
742,4,23.2,,0.553,,,,,
743,4,31.5,,0.553,,,,,
744,4,19.0,,0.552,,,,,
745,4,23.1,,0.55,,,,,
746,4,39.1,,0.546,,,,,
747,4,17.2,,0.545,,,,,
748,4,16.2,,0.543,,,,,
749,4,28.3,,0.534,,,,,
750,4,20.4,,0.528,,,,,
751,4,76.8,,0.525,,,,,
752,4,25.9,,0.521,,,,,
753,4,13.5,,0.52,,,,,
754,4,13.5,,0.519,,,,,
755,4,20.4,,0.517,,,,,
756,4,25.9,,0.511,,,,,
757,4,16.2,,0.509,,,,,
758,4,67.4,,0.508,,,,,
759,4,30.1,,0.504,,,,,
760,4,20.4,,0.501,,,,,
761,4,30.1,,0.495,,,,,
762,4,27.3,,0.493,,,,,
763,4,13.8,,0.492,,,,,
764,4,19.0,,0.49,,,,,
