,Image ID,Length [nm],Mean per image,Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
55,0,14.6,,0.481,,,,,
56,0,8.8,,0.467,,,,,
57,0,9.5,,0.459,,,,,
58,0,20.0,,0.455,,,,,
59,0,13.5,,0.439,,,,,
60,0,16.8,,0.436,,,,,
61,0,10.0,,0.432,,,,,
62,0,9.6,,0.425,,,,,
63,0,12.7,,0.425,,,,,
64,0,18.8,,0.415,,,,,
65,0,10.4,,0.402,,,,,
66,0,13.6,,0.401,,,,,
67,0,23.9,,0.401,,,,,
68,0,12.6,,0.399,,,,,
69,0,6.1,,0.399,,,,,
70,0,10.3,,0.391,,,,,
71,0,13.0,,0.387,,,,,
72,0,12.9,,0.384,,,,,
73,0,14.4,,0.372,,,,,
74,0,14.6,,0.371,,,,,
75,0,13.0,,0.371,,,,,
76,0,12.7,,0.361,,,,,
77,0,17.3,,0.347,,,,,
78,0,20.0,,0.334,,,,,
79,0,9.6,,0.323,,,,,
80,0,9.2,,0.323,,,,,
81,0,9.5,,0.309,,,,,
82,1,27.5,,0.835,,,,,
83,1,27.5,,0.814,,,,,
84,1,30.6,,0.8,,,,,
85,1,19.6,,0.784,,,,,
86,1,31.6,,0.782,,,,,
87,1,23.5,,0.781,,,,,
88,1,16.9,,0.778,,,,,
89,1,26.4,,0.774,,,,,
90,1,18.5,,0.754,,,,,
91,1,11.5,,0.753,,,,,
92,1,18.2,,0.749,,,,,
93,1,25.9,,0.744,,,,,
94,1,14.6,,0.74,,,,,
95,1,16.5,,0.734,,,,,
96,1,14.6,,0.723,,,,,
97,1,42.1,,0.72,,,,,
98,1,11.0,,0.72,,,,,
99,1,24.4,,0.719,,,,,
100,1,13.6,,0.713,,,,,
101,1,13.7,,0.711,,,,,
102,1,13.4,,0.708,,,,,
103,1,25.5,,0.685,,,,,
104,1,11.5,,0.68,,,,,
105,1,22.7,,0.675,,,,,
106,1,10.0,,0.672,,,,,
107,1,13.2,,0.67,,,,,
108,1,15.9,,0.666,,,,,
109,1,10.9,,0.665,,,,,
110,1,23.2,,0.662,,,,,
111,1,13.6,,0.661,,,,,
112,1,12.8,,0.654,,,,,
113,1,17.8,,0.651,,,,,
114,1,10.0,,0.635,,,,,
115,1,15.3,,0.635,,,,,
116,1,20.8,,0.62,,,,,
117,1,23.3,,0.618,,,,,
118,1,16.5,,0.613,,,,,
119,1,13.8,,0.597,,,,,
120,1,9.4,,0.597,,,,,
121,1,11.5,,0.593,,,,,
122,1,13.8,,0.589,,,,,
123,1,9.0,,0.588,,,,,
124,1,11.6,,0.571,,,,,
125,1,23.1,,0.551,,,,,
126,1,8.8,,0.551,,,,,
127,1,10.2,,0.549,,,,,
128,1,59.5,,0.543,,,,,
129,1,11.0,,0.54,,,,,
130,1,10.5,,0.539,,,,,
131,1,18.1,,0.533,,,,,
132,1,13.2,,0.533,,,,,
133,1,13.3,,0.529,,,,,
134,1,15.2,,0.507,,,,,
135,1,12.7,,0.504,,,,,
136,1,10.3,,0.502,,,,,
137,1,20.9,,0.5,,,,,
138,1,8.2,,0.494,,,,,
139,1,19.6,,0.485,,,,,
140,1,10.4,,0.468,,,,,
141,1,15.1,,0.468,,,,,
142,1,13.5,,0.467,,,,,
143,1,10.5,,0.462,,,,,
144,1,10.2,,0.462,,,,,
145,1,14.3,,0.462,,,,,
146,1,8.4,,0.447,,,,,
147,1,11.4,,0.44,,,,,
148,1,14.7,,0.436,,,,,
149,1,8.7,,0.433,,,,,
150,1,17.1,,0.43,,,,,
151,1,8.6,,0.424,,,,,
152,1,11.6,,0.421,,,,,
153,1,12.8,,0.417,,,,,
154,1,11.7,,0.405,,,,,
155,1,45.8,,0.402,,,,,
156,1,8.9,,0.396,,,,,
157,1,8.8,,0.389,,,,,
158,1,8.4,,0.382,,,,,
159,1,16.6,,0.375,,,,,
160,1,75.7,,0.369,,,,,
161,1,9.8,,0.365,,,,,
162,1,9.9,,0.358,,,,,
163,1,56.1,,0.358,,,,,
164,1,12.5,,0.357,,,,,
165,1,14.0,,0.356,,,,,
166,1,9.6,,0.338,,,,,
167,1,11.7,,0.334,,,,,
168,1,7.4,,0.33,,,,,
169,1,14.2,,0.328,,,,,
170,1,13.1,,0.325,,,,,
171,1,17.3,,0.312,,,,,
172,1,12.4,,0.302,,,,,
173,1,15.1,,0.297,,,,,
174,1,19.0,,0.297,,,,,
175,1,16.7,,0.289,,,,,
176,1,12.1,,0.281,,,,,
177,1,41.4,,0.279,,,,,
178,1,12.2,,0.275,,,,,
179,1,10.4,,0.273,,,,,
180,1,12.4,,0.272,,,,,
181,2,15.0,,0.837,,,,,
182,2,14.7,,0.836,,,,,
183,2,18.7,,0.826,,,,,
184,2,12.4,,0.791,,,,,
185,2,20.9,,0.79,,,,,
186,2,13.4,,0.783,,,,,
187,2,17.2,,0.777,,,,,
188,2,25.2,,0.772,,,,,
189,2,20.9,,0.772,,,,,
190,2,17.0,,0.769,,,,,
191,2,11.3,,0.767,,,,,
192,2,19.0,,0.766,,,,,
193,2,15.6,,0.761,,,,,
194,2,14.8,,0.756,,,,,
195,2,20.1,,0.754,,,,,
196,2,14.3,,0.748,,,,,
197,2,12.9,,0.745,,,,,
198,2,18.6,,0.738,,,,,
199,2,15.0,,0.732,,,,,
200,2,16.6,,0.728,,,,,
201,2,11.0,,0.726,,,,,
202,2,10.9,,0.708,,,,,
203,2,9.8,,0.703,,,,,
204,2,20.2,,0.698,,,,,
205,2,20.6,,0.694,,,,,
206,2,17.6,,0.693,,,,,
207,2,24.1,,0.691,,,,,
208,2,26.3,,0.676,,,,,
209,2,18.9,,0.672,,,,,
210,2,10.4,,0.671,,,,,
211,2,26.8,,0.67,,,,,
212,2,12.8,,0.661,,,,,
213,2,34.2,,0.648,,,,,
214,2,10.8,,0.643,,,,,
215,2,7.9,,0.638,,,,,
216,2,14.8,,0.636,,,,,
217,2,17.8,,0.626,,,,,
218,2,11.4,,0.619,,,,,
219,2,16.3,,0.617,,,,,
220,2,30.6,,0.603,,,,,
221,2,31.9,,0.602,,,,,
222,2,13.0,,0.595,,,,,
223,2,13.5,,0.584,,,,,
224,2,17.2,,0.581,,,,,
225,2,18.6,,0.568,,,,,
226,2,12.2,,0.566,,,,,
227,2,11.0,,0.564,,,,,
228,2,10.9,,0.556,,,,,
229,2,11.7,,0.555,,,,,
230,2,15.3,,0.529,,,,,
231,2,9.0,,0.527,,,,,
232,2,11.1,,0.519,,,,,
233,2,13.7,,0.517,,,,,
234,2,13.8,,0.512,,,,,
235,2,11.5,,0.511,,,,,
236,2,16.0,,0.505,,,,,
237,2,13.9,,0.5,,,,,
238,2,8.4,,0.483,,,,,
239,2,13.5,,0.48,,,,,
240,2,16.2,,0.475,,,,,
241,2,10.9,,0.474,,,,,
242,2,10.2,,0.471,,,,,
243,2,23.2,,0.468,,,,,
244,2,16.5,,0.467,,,,,
245,2,9.8,,0.455,,,,,
246,2,12.0,,0.443,,,,,
247,2,11.5,,0.436,,,,,
248,2,16.0,,0.433,,,,,
249,2,11.7,,0.43,,,,,
250,2,9.5,,0.426,,,,,
251,2,15.7,,0.425,,,,,
252,2,8.4,,0.423,,,,,
253,2,12.9,,0.42,,,,,
254,2,8.0,,0.418,,,,,
255,2,7.3,,0.417,,,,,
256,2,34.2,,0.412,,,,,
257,2,15.8,,0.402,,,,,
258,2,17.6,,0.402,,,,,
259,2,17.4,,0.397,,,,,
260,2,8.7,,0.397,,,,,
261,2,10.6,,0.392,,,,,
262,2,20.2,,0.377,,,,,
263,2,13.1,,0.376,,,,,
264,2,10.8,,0.36,,,,,
265,2,13.7,,0.357,,,,,
266,2,13.0,,0.353,,,,,
267,2,8.9,,0.348,,,,,
268,2,7.8,,0.345,,,,,
269,2,11.9,,0.343,,,,,
270,2,10.8,,0.335,,,,,
271,2,9.7,,0.333,,,,,
272,2,16.7,,0.33,,,,,
273,2,9.8,,0.321,,,,,
274,2,11.0,,0.32,,,,,
275,2,16.9,,0.318,,,,,
276,2,8.9,,0.313,,,,,
277,2,14.9,,0.308,,,,,
278,2,12.7,,0.307,,,,,
279,2,11.3,,0.304,,,,,
280,2,13.3,,0.296,,,,,
281,2,19.8,,0.294,,,,,
282,2,16.9,,0.284,,,,,
283,2,13.7,,0.282,,,,,
284,2,8.1,,0.281,,,,,
285,2,50.6,,0.28,,,,,
286,2,11.2,,0.278,,,,,
287,2,10.1,,0.278,,,,,
288,3,32.9,,0.866,,,,,
289,3,24.3,,0.813,,,,,
290,3,19.7,,0.809,,,,,
291,3,18.0,,0.788,,,,,
292,3,18.9,,0.783,,,,,
293,3,14.9,,0.78,,,,,
294,3,22.2,,0.772,,,,,
295,3,20.5,,0.761,,,,,
296,3,14.9,,0.755,,,,,
297,3,20.2,,0.747,,,,,
298,3,19.0,,0.747,,,,,
299,3,22.6,,0.737,,,,,
300,3,14.3,,0.736,,,,,
301,3,21.3,,0.717,,,,,
302,3,15.7,,0.716,,,,,
303,3,18.9,,0.716,,,,,
304,3,47.8,,0.712,,,,,
305,3,14.6,,0.7,,,,,
306,3,19.2,,0.685,,,,,
307,3,26.7,,0.661,,,,,
308,3,16.8,,0.658,,,,,
309,3,14.6,,0.651,,,,,
310,3,19.1,,0.648,,,,,
311,3,15.8,,0.615,,,,,
312,3,11.4,,0.602,,,,,
313,3,14.5,,0.601,,,,,
314,3,13.4,,0.598,,,,,
315,3,16.9,,0.593,,,,,
316,3,9.6,,0.569,,,,,
317,3,10.8,,0.563,,,,,
318,3,17.4,,0.543,,,,,
319,3,17.7,,0.54,,,,,
320,3,10.4,,0.534,,,,,
321,3,19.8,,0.532,,,,,
322,3,19.5,,0.524,,,,,
323,3,12.7,,0.524,,,,,
324,3,13.0,,0.521,,,,,
325,3,13.5,,0.52,,,,,
326,3,24.2,,0.519,,,,,
327,3,14.1,,0.509,,,,,
328,3,17.9,,0.506,,,,,
329,3,17.4,,0.505,,,,,
330,3,17.6,,0.503,,,,,
331,3,10.9,,0.484,,,,,
332,3,19.2,,0.477,,,,,
333,3,11.5,,0.477,,,,,
334,3,10.5,,0.467,,,,,
335,3,10.4,,0.464,,,,,
336,3,15.9,,0.461,,,,,
337,3,19.0,,0.46,,,,,
338,3,9.8,,0.459,,,,,
339,3,18.4,,0.457,,,,,
340,3,21.0,,0.454,,,,,
341,3,10.3,,0.45,,,,,
342,3,11.1,,0.449,,,,,
343,3,11.6,,0.445,,,,,
344,3,17.4,,0.426,,,,,
345,3,19.1,,0.418,,,,,
346,3,16.1,,0.414,,,,,
347,3,8.5,,0.387,,,,,
348,3,20.6,,0.383,,,,,
349,3,15.0,,0.371,,,,,
350,3,10.4,,0.367,,,,,
351,3,8.3,,0.365,,,,,
352,3,17.6,,0.363,,,,,
353,3,18.4,,0.362,,,,,
354,3,21.1,,0.357,,,,,
355,3,11.8,,0.354,,,,,
356,3,17.0,,0.352,,,,,
357,3,13.1,,0.348,,,,,
358,3,11.0,,0.345,,,,,
359,3,16.7,,0.333,,,,,
360,3,18.0,,0.332,,,,,
361,4,21.2,,0.837,,,,,
362,4,20.6,,0.834,,,,,
363,4,19.8,,0.818,,,,,
364,4,30.9,,0.805,,,,,
365,4,20.2,,0.796,,,,,
366,4,18.9,,0.793,,,,,
367,4,19.0,,0.78,,,,,
368,4,18.3,,0.771,,,,,
369,4,12.0,,0.77,,,,,
370,4,20.9,,0.765,,,,,
371,4,29.5,,0.763,,,,,
372,4,26.4,,0.763,,,,,
373,4,13.8,,0.754,,,,,
374,4,20.1,,0.752,,,,,
375,4,14.4,,0.735,,,,,
376,4,19.0,,0.722,,,,,
377,4,28.7,,0.714,,,,,
378,4,20.8,,0.709,,,,,
379,4,23.6,,0.701,,,,,
380,4,19.1,,0.695,,,,,
381,4,16.7,,0.692,,,,,
382,4,17.6,,0.691,,,,,
383,4,18.2,,0.681,,,,,
384,4,10.1,,0.677,,,,,
385,4,12.5,,0.668,,,,,
386,4,19.2,,0.659,,,,,
387,4,11.5,,0.646,,,,,
388,4,12.7,,0.626,,,,,
389,4,16.1,,0.623,,,,,
390,4,13.1,,0.603,,,,,
391,4,18.3,,0.598,,,,,
392,4,13.9,,0.595,,,,,
393,4,21.2,,0.556,,,,,
394,4,18.1,,0.552,,,,,
395,4,11.9,,0.535,,,,,
396,4,9.8,,0.514,,,,,
397,4,14.8,,0.514,,,,,
398,4,22.4,,0.511,,,,,
399,4,15.5,,0.506,,,,,
400,4,42.4,,0.499,,,,,
401,4,12.7,,0.499,,,,,
402,4,38.9,,0.496,,,,,
403,4,11.6,,0.49,,,,,
404,4,12.1,,0.48,,,,,
405,4,18.8,,0.475,,,,,
406,4,13.2,,0.472,,,,,
407,4,17.9,,0.47,,,,,
408,4,10.1,,0.457,,,,,
409,4,14.2,,0.451,,,,,
410,4,15.8,,0.449,,,,,
411,4,13.8,,0.449,,,,,
412,4,16.3,,0.446,,,,,
413,4,15.3,,0.444,,,,,
414,4,12.5,,0.436,,,,,
415,4,13.9,,0.434,,,,,
416,4,17.3,,0.434,,,,,
417,4,26.6,,0.43,,,,,
418,4,17.0,,0.424,,,,,
419,4,13.4,,0.407,,,,,
420,4,13.8,,0.405,,,,,
421,4,61.3,,0.405,,,,,
422,4,14.2,,0.398,,,,,
423,4,14.1,,0.396,,,,,
424,4,23.8,,0.385,,,,,
425,4,10.8,,0.376,,,,,
426,4,10.3,,0.368,,,,,
427,4,14.9,,0.357,,,,,
428,4,27.8,,0.357,,,,,
429,4,10.2,,0.342,,,,,
430,4,16.0,,0.335,,,,,
431,4,9.5,,0.322,,,,,
432,4,10.6,,0.319,,,,,
433,4,14.5,,0.317,,,,,
434,4,14.5,,0.313,,,,,
435,4,14.8,,0.306,,,,,
436,4,13.6,,0.304,,,,,
437,4,13.5,,0.3,,,,,
438,4,24.1,,0.291,,,,,
439,4,13.0,,0.29,,,,,
440,4,8.4,,0.288,,,,,
441,5,35.4,,0.863,,,,,
442,5,24.3,,0.843,,,,,
443,5,24.2,,0.827,,,,,
444,5,18.8,,0.805,,,,,
445,5,21.9,,0.8,,,,,
446,5,21.1,,0.8,,,,,
447,5,14.4,,0.789,,,,,
448,5,27.7,,0.786,,,,,
449,5,17.5,,0.782,,,,,
450,5,17.6,,0.78,,,,,
451,5,32.2,,0.771,,,,,
452,5,21.5,,0.766,,,,,
453,5,19.7,,0.763,,,,,
454,5,47.2,,0.755,,,,,
455,5,17.6,,0.739,,,,,
456,5,16.6,,0.738,,,,,
457,5,55.1,,0.729,,,,,
458,5,12.1,,0.702,,,,,
459,5,14.2,,0.693,,,,,
460,5,19.7,,0.687,,,,,
461,5,14.6,,0.685,,,,,
462,5,20.2,,0.662,,,,,
463,5,13.2,,0.656,,,,,
464,5,17.2,,0.653,,,,,
465,5,24.0,,0.648,,,,,
466,5,23.9,,0.644,,,,,
467,5,19.0,,0.64,,,,,
468,5,9.8,,0.627,,,,,
469,5,17.7,,0.624,,,,,
470,5,19.3,,0.621,,,,,
471,5,9.5,,0.604,,,,,
472,5,17.4,,0.592,,,,,
473,5,53.5,,0.583,,,,,
474,5,13.5,,0.553,,,,,
475,5,11.7,,0.551,,,,,
476,5,19.9,,0.549,,,,,
477,5,9.2,,0.547,,,,,
478,5,12.5,,0.546,,,,,
479,5,11.6,,0.538,,,,,
480,5,15.9,,0.522,,,,,
481,5,14.0,,0.518,,,,,
482,5,17.1,,0.515,,,,,
483,5,18.7,,0.511,,,,,
484,5,16.1,,0.509,,,,,
485,5,34.5,,0.505,,,,,
486,5,8.7,,0.496,,,,,
487,5,18.6,,0.495,,,,,
488,5,47.6,,0.494,,,,,
489,5,13.8,,0.488,,,,,
490,5,7.0,,0.487,,,,,
491,5,8.4,,0.474,,,,,
492,5,18.0,,0.449,,,,,
493,5,18.5,,0.437,,,,,
494,5,10.1,,0.434,,,,,
495,5,13.1,,0.428,,,,,
496,5,13.5,,0.425,,,,,
497,5,11.1,,0.422,,,,,
498,5,12.1,,0.421,,,,,
499,5,9.1,,0.417,,,,,
500,5,10.2,,0.413,,,,,
501,5,7.9,,0.398,,,,,
502,5,9.6,,0.394,,,,,
503,5,15.5,,0.393,,,,,
504,5,13.9,,0.391,,,,,
505,5,15.9,,0.381,,,,,
506,5,29.0,,0.373,,,,,
507,5,18.4,,0.365,,,,,
508,5,13.6,,0.353,,,,,
509,5,24.2,,0.353,,,,,
510,5,15.5,,0.352,,,,,
511,5,15.4,,0.343,,,,,
512,5,57.7,,0.336,,,,,
513,5,31.0,,0.335,,,,,
514,5,18.6,,0.323,,,,,
515,6,56.3,,0.86,,,,,
516,6,27.0,,0.841,,,,,
517,6,31.9,,0.834,,,,,
518,6,25.6,,0.833,,,,,
519,6,18.5,,0.796,,,,,
520,6,21.4,,0.792,,,,,
521,6,14.0,,0.787,,,,,
522,6,15.2,,0.775,,,,,
523,6,18.1,,0.757,,,,,
524,6,19.9,,0.755,,,,,
525,6,11.8,,0.752,,,,,
526,6,27.0,,0.752,,,,,
527,6,25.9,,0.747,,,,,
528,6,33.8,,0.746,,,,,
529,6,17.9,,0.739,,,,,
530,6,33.6,,0.733,,,,,
531,6,13.5,,0.725,,,,,
532,6,16.7,,0.72,,,,,
533,6,17.2,,0.708,,,,,
534,6,14.3,,0.697,,,,,
535,6,12.4,,0.683,,,,,
536,6,11.4,,0.678,,,,,
537,6,14.8,,0.652,,,,,
538,6,12.6,,0.619,,,,,
539,6,13.1,,0.616,,,,,
540,6,12.3,,0.604,,,,,
541,6,22.1,,0.601,,,,,
542,6,10.2,,0.582,,,,,
543,6,13.7,,0.579,,,,,
544,6,20.1,,0.574,,,,,
545,6,37.8,,0.572,,,,,
546,6,17.8,,0.568,,,,,
547,6,17.1,,0.563,,,,,
548,6,11.8,,0.557,,,,,
549,6,8.6,,0.552,,,,,
550,6,14.8,,0.542,,,,,
551,6,10.3,,0.539,,,,,
552,6,59.3,,0.531,,,,,
553,6,13.5,,0.522,,,,,
554,6,12.5,,0.522,,,,,
555,6,38.9,,0.52,,,,,
556,6,17.3,,0.515,,,,,
557,6,55.8,,0.511,,,,,
558,6,14.6,,0.506,,,,,
559,6,10.3,,0.503,,,,,
560,6,15.3,,0.502,,,,,
561,6,20.5,,0.495,,,,,
562,6,18.8,,0.493,,,,,
563,6,83.7,,0.49,,,,,
564,6,11.6,,0.476,,,,,
565,6,11.6,,0.474,,,,,
566,6,12.6,,0.471,,,,,
567,6,53.4,,0.461,,,,,
568,6,11.1,,0.449,,,,,
569,6,10.8,,0.445,,,,,
570,6,12.2,,0.439,,,,,
571,6,19.8,,0.438,,,,,
572,6,15.7,,0.427,,,,,
573,6,9.5,,0.426,,,,,
574,6,52.5,,0.402,,,,,
575,6,11.9,,0.399,,,,,
576,6,8.8,,0.39,,,,,
577,6,15.1,,0.386,,,,,
578,6,44.7,,0.367,,,,,
579,6,17.2,,0.361,,,,,
580,6,27.0,,0.36,,,,,
581,6,17.4,,0.354,,,,,
582,6,65.6,,0.35,,,,,
583,6,13.2,,0.348,,,,,
584,6,10.2,,0.339,,,,,
585,6,10.6,,0.335,,,,,
586,6,11.3,,0.323,,,,,
587,6,10.2,,0.318,,,,,
588,6,15.8,,0.316,,,,,
589,6,16.9,,0.315,,,,,
590,6,21.7,,0.304,,,,,
591,6,16.8,,0.303,,,,,
592,6,9.1,,0.287,,,,,
593,6,10.7,,0.283,,,,,
594,7,19.7,,0.742,,,,,
595,7,16.3,,0.72,,,,,
596,7,46.0,,0.712,,,,,
597,7,21.6,,0.702,,,,,
598,7,21.0,,0.697,,,,,
599,7,28.6,,0.679,,,,,
600,7,20.3,,0.663,,,,,
601,7,26.2,,0.65,,,,,
602,7,38.9,,0.649,,,,,
603,7,16.7,,0.626,,,,,
604,7,19.5,,0.626,,,,,
605,7,17.2,,0.62,,,,,
606,7,20.6,,0.593,,,,,
607,7,14.0,,0.583,,,,,
608,7,18.0,,0.567,,,,,
609,7,24.4,,0.566,,,,,
610,7,18.1,,0.565,,,,,
611,7,13.6,,0.563,,,,,
612,7,21.4,,0.551,,,,,
613,7,17.0,,0.527,,,,,
614,7,10.0,,0.527,,,,,
615,7,20.8,,0.524,,,,,
616,7,20.2,,0.511,,,,,
617,7,27.3,,0.51,,,,,
618,7,15.5,,0.508,,,,,
619,7,15.3,,0.502,,,,,
620,7,17.9,,0.487,,,,,
621,7,15.5,,0.484,,,,,
622,7,21.7,,0.478,,,,,
623,7,12.1,,0.477,,,,,
624,7,15.4,,0.477,,,,,
625,7,22.0,,0.476,,,,,
626,7,111.7,,0.474,,,,,
627,7,14.8,,0.451,,,,,
628,7,23.5,,0.449,,,,,
629,7,14.8,,0.449,,,,,
630,7,13.5,,0.448,,,,,
631,7,36.4,,0.43,,,,,
632,7,14.8,,0.428,,,,,
633,7,10.6,,0.423,,,,,
634,7,13.5,,0.421,,,,,
635,7,16.2,,0.421,,,,,
636,7,16.0,,0.411,,,,,
637,7,20.9,,0.407,,,,,
638,7,20.2,,0.4,,,,,
639,7,16.8,,0.397,,,,,
640,7,22.0,,0.394,,,,,
641,7,40.0,,0.394,,,,,
642,7,18.9,,0.382,,,,,
643,7,17.6,,0.379,,,,,
644,7,12.2,,0.374,,,,,
645,7,15.5,,0.367,,,,,
646,7,9.8,,0.365,,,,,
647,7,10.8,,0.359,,,,,
648,7,8.8,,0.335,,,,,
649,7,17.9,,0.319,,,,,
650,7,12.0,,0.316,,,,,
651,7,11.5,,0.314,,,,,
652,7,13.8,,0.307,,,,,
653,7,16.8,,0.303,,,,,
654,7,19.6,,0.299,,,,,
655,7,13.3,,0.298,,,,,
656,7,16.4,,0.296,,,,,
657,7,16.4,,0.294,,,,,
658,7,9.5,,0.284,,,,,
659,7,20.9,,0.284,,,,,
660,7,9.5,,0.284,,,,,
661,7,10.8,,0.282,,,,,
662,8,28.3,,0.777,,,,,
663,8,20.7,,0.704,,,,,
664,8,22.0,,0.694,,,,,
665,8,27.5,,0.693,,,,,
666,8,51.9,,0.692,,,,,
667,8,30.9,,0.671,,,,,
668,8,21.5,,0.665,,,,,
669,8,18.8,,0.653,,,,,
670,8,21.6,,0.643,,,,,
671,8,15.3,,0.594,,,,,
672,8,38.1,,0.594,,,,,
673,8,18.9,,0.585,,,,,
674,8,20.7,,0.585,,,,,
675,8,64.5,,0.58,,,,,
676,8,26.2,,0.576,,,,,
677,8,68.7,,0.56,,,,,
678,8,22.0,,0.56,,,,,
679,8,20.8,,0.534,,,,,
680,8,18.3,,0.508,,,,,
681,8,17.5,,0.492,,,,,
682,8,14.8,,0.478,,,,,
683,8,13.7,,0.469,,,,,
684,8,16.7,,0.455,,,,,
685,8,41.1,,0.448,,,,,
686,8,18.2,,0.447,,,,,
687,8,21.3,,0.438,,,,,
688,8,11.0,,0.433,,,,,
689,8,12.6,,0.392,,,,,
690,8,23.4,,0.381,,,,,
691,8,15.2,,0.354,,,,,
692,8,13.5,,0.35,,,,,
693,8,16.8,,0.344,,,,,
694,8,17.5,,0.342,,,,,
695,8,25.5,,0.322,,,,,
696,8,18.1,,0.314,,,,,
697,8,20.7,,0.314,,,,,
698,8,14.1,,0.311,,,,,
699,8,10.6,,0.311,,,,,
700,8,12.2,,0.299,,,,,
701,9,21.4,,0.677,,,,,
702,9,12.8,,0.66,,,,,
703,9,14.7,,0.643,,,,,
704,9,21.3,,0.638,,,,,
705,9,16.9,,0.629,,,,,
706,9,16.7,,0.627,,,,,
707,9,20.8,,0.613,,,,,
708,9,20.2,,0.602,,,,,
709,9,17.4,,0.58,,,,,
710,9,14.1,,0.573,,,,,
711,9,13.6,,0.565,,,,,
712,9,19.5,,0.545,,,,,
713,9,30.6,,0.541,,,,,
714,9,12.7,,0.533,,,,,
715,9,18.9,,0.519,,,,,
716,9,12.5,,0.505,,,,,
717,9,21.3,,0.504,,,,,
718,9,13.5,,0.49,,,,,
719,9,16.6,,0.485,,,,,
720,9,41.0,,0.474,,,,,
721,9,16.1,,0.466,,,,,
722,9,13.7,,0.464,,,,,
723,9,13.1,,0.454,,,,,
724,9,14.2,,0.45,,,,,
725,9,16.2,,0.443,,,,,
726,9,12.7,,0.441,,,,,
727,9,22.0,,0.422,,,,,
728,9,10.8,,0.421,,,,,
729,9,16.8,,0.412,,,,,
730,9,15.1,,0.403,,,,,
731,9,20.0,,0.396,,,,,
732,9,14.2,,0.396,,,,,
733,9,40.8,,0.391,,,,,
734,9,29.9,,0.379,,,,,
735,9,10.2,,0.378,,,,,
736,9,11.6,,0.376,,,,,
737,9,28.3,,0.365,,,,,
738,9,9.8,,0.361,,,,,
739,9,11.2,,0.36,,,,,
740,9,12.8,,0.36,,,,,
741,9,15.9,,0.357,,,,,
742,9,14.0,,0.356,,,,,
743,9,15.0,,0.339,,,,,
744,9,10.8,,0.335,,,,,
745,9,12.2,,0.334,,,,,
746,9,21.3,,0.333,,,,,
747,9,12.5,,0.33,,,,,
748,9,16.9,,0.33,,,,,
749,9,22.2,,0.325,,,,,
750,9,14.8,,0.318,,,,,
751,9,30.0,,0.308,,,,,
752,9,18.0,,0.303,,,,,
753,9,16.1,,0.302,,,,,
754,9,20.1,,0.3,,,,,
755,9,15.5,,0.294,,,,,
756,9,12.8,,0.292,,,,,
757,9,17.5,,0.292,,,,,
